Index,Hogwarts House,First Name,Last Name,Birthday,Best Hand,Arithmancy,Astronomy,Herbology,Defense Against the Dark Arts,Divination,Muggle Studies,Ancient Runes,History of Magic,Transfiguration,Potions,Care of Magical Creatures,Charms,Flying,Arithmancy_missing,Astronomy_missing,Herbology_missing,Defense Against the Dark Arts_missing,Divination_missing,Muggle Studies_missing,Ancient Runes_missing,History of Magic_missing,Transfiguration_missing,Potions_missing,Care of Magical Creatures_missing
15,Ravenclaw,Long,Burks,1.0,0,0.35569027109784573,0.26177668757199063,0.6546478319631927,0.7382233124280095,0.729036729036729,0.8704685792363153,0.718618322125256,0.6030490626858376,0.8798718636054321,0.7853564835036146,0.6092050779284697,0.8889931663484067,0.43095062318148264,0,0,0,0,0,0,0,0,0,0,0
16,Gryffindor,Fran,Jorgensen,0.2,0,0.5124800890772158,0.7248758164380936,0.2180608646061579,0.2751241835619065,0.7011034703342396,0.2993289849748445,0.677621772271299,0.22638375977682404,0.31506428784719664,0.5333315447244622,0.3418591864307877,0.2463584458285309,0.7724410474660183,0,0,0,0,0,0,0,0,0,0,0
17,Gryffindor,Freddie,Ward,1.0,0,0.6430725453505096,0.8159243883041137,0.24989741168847024,0.18407561169588632,0.6974785436323897,0.2837285975574455,0.7421094884416137,0.17602644689600114,0.1505320959815867,0.42561071282246066,0.5474362691508193,0.17196872162821844,0.8551700178051853,0,0,0,0,0,0,0,0,0,0,0
18,Ravenclaw,Tyrone,Cooley,0.8,1,0.3088938032568857,0.41133226471871315,0.7835988210205579,0.588667735281287,0.8866677328215791,0.7948762472564297,0.7010930951912748,0.7314402880291845,0.9589074333575895,0.8997499131254962,0.5610844218669703,0.9623584885002524,0.4184001389672993,0,0,0,0,0,0,0,0,0,0,0
19,Hufflepuff,Elden,Scholl,0.6,1,0.6284815118383001,0.7185586048218289,0.7886074211080127,0.2814413951781712,0.7683245375553068,0.23260894464503568,0.25883248905449696,0.6325600693714045,0.7560299979856849,0.44718069533339067,0.5312030795456854,0.506723322734651,0.4023103313501542,0,0,0,0,0,0,0,0,0,0,0
20,Gryffindor,Mel,Marion,0.4,0,0.5722327315671748,0.8423268358455763,0.29383249727744776,0.15767316415442362,0.7779199317660856,0.29980762761863733,0.7082214826982528,0.1845642686915819,0.19937030272033615,0.4241126550342737,0.5456917047230134,0.23366810047393702,0.8613149780692231,1,0,0,0,0,0,0,0,0,0,0
21,Gryffindor,Pansy,Mosher,0.6,0,0.43496280716947866,0.8351671051329098,0.20688285462314238,0.16483289486709038,0.7819713204328589,0.4910663865927048,0.45908157018511264,0.33180605010111786,0.28329048337137497,0.500675875358525,0.7655079606418737,0.27595577637547586,0.6912754592434969,0,0,0,0,0,0,1,0,0,0,0
22,Ravenclaw,Joseph,Coulter,1.0,0,0.4967523931769327,0.35404894448544366,0.7415190871192874,0.6459510555145566,0.8292552907937524,0.8407796308979802,0.7430854788222113,0.662485958453709,0.8990863771136415,0.7686406302589004,0.5773838184911558,0.9055200363383401,0.39030268814869506,0,0,0,0,0,0,0,0,0,0,0
23,Hufflepuff,Rosie,Tuggle,0.6,0,0.5362958724463758,0.8270030002619055,0.4759409147169514,0.17299699973809454,0.9674289674289674,0.1729326373215977,0.3857353425735406,0.4525976692566225,0.8680763231394115,0.6056466842750887,0.7945478016848356,0.42722955533258916,0.4449776349502758,0,0,0,0,0,0,0,0,0,0,0
24,Ravenclaw,Esther,Li,1.0,0,0.8034501956296491,0.22971508923904216,0.8334116028465327,0.770284910760958,0.7727490804413881,0.6912949173182763,0.821811731867499,0.7686552104699756,0.6696661714903043,0.6573297416471504,0.5572377697417269,0.9042205139808848,0.38014070439049813,0,0,0,0,0,0,0,0,0,0,0
25,Hufflepuff,Lucio,Wray,0.6,0,0.5480336513926047,0.7437907586721821,0.7489679118665129,0.2562092413278179,0.6402793325870249,0.32077907307852616,0.26748258669552943,0.6747918823704829,0.6782744039089997,0.5378143415377221,0.7289718174647597,0.4600471971697425,0.4369435879619577,0,0,0,0,0,0,0,0,0,0,0
26,Slytherin,Araceli,Flint,0.4,0,0.700678904473965,0.2762136078807684,0.16616489132055137,0.7237863921192318,0.1450503758196066,0.350856887519851,0.27031678759551386,0.660132281502234,0.6931605502860952,0.7368839376926098,0.523760121603223,0.22462815244360174,0.19548790550223652,0,0,0,0,0,0,0,0,0,0,0
27,Hufflepuff,Georgianna,Wooten,0.8,1,0.4435380356618159,0.7964555828428694,0.6601072336293321,0.2035444171571305,0.7393251239405085,0.25595072406521135,0.37104064601898745,0.5175740152127861,0.7339513380331292,0.6234517582004853,0.6150952611272902,0.44661121963078915,0.5594953749945717,0,0,0,0,0,0,0,0,0,0,0
28,Gryffindor,Mimi,Baird,0.2,0,0.5008350988973601,0.6069885350875911,0.23816774177165828,0.39301146491240896,0.7593155285462978,0.24863075162308915,0.6938424824066867,0.18814057163971856,0.37055650168012566,0.4976686463286454,0.2766984717978305,0.32736677860507324,0.769813696964433,0,0,0,0,0,0,0,0,0,0,0
29,Hufflepuff,Brandy,Andrus,0.8,1,0.566026939671837,0.7186670349517762,0.6220148712132273,0.28133296504822386,0.7740817740817741,0.33473648444609994,0.09428496021428721,0.8402912163061802,0.7524403156991103,0.4800034453469322,0.5543625487390554,0.48617127418321493,0.17677074738350632,0,0,0,0,0,0,0,0,0,0,0
30,Hufflepuff,David,Mcclelland,0.8,0,0.5672022640458995,0.7901459599607608,0.6280737360117534,0.20985404003923938,0.8320272935657551,0.1872393942227002,0.22396545468210252,0.7010753534533165,0.8454981196779453,0.611344018786936,0.8265792684926925,0.4612341447885195,0.3146957918964694,0,0,0,0,0,0,0,0,0,0,0
31,Gryffindor,Kermit,Craft,0.8,0,0.6377835856672286,0.7469077011989289,0.34067089897302216,0.25309229880107126,0.7719494642571565,0.1841885750001575,0.7249241794173916,0.08940510061282354,0.2623802158939111,0.3526178363145839,0.5764746248596062,0.2446060979012816,0.8799887089069354,0,0,0,0,0,0,0,0,0,0,0
32,Ravenclaw,Carroll,Kersey,0.6,1,0.6234554536597436,0.3354882065088737,0.673995031729705,0.6645117934911264,0.814115891038968,0.905749630559017,0.7945929592223372,0.7030580647545144,0.8759202278778215,0.781389079293889,0.33218929203131153,0.8814821011780203,0.3179094106917966,0,0,0,0,0,0,0,0,0,0,0
33,Hufflepuff,Julie,Connolly,0.4,1,0.609676321853301,0.6960910759720459,0.6939388563664054,0.3039089240279542,0.638946638946639,0.3320047151593436,0.09088268013034626,0.6488629415696004,0.756393910010218,0.3458474414493902,0.5915088069084586,0.41956745472726903,0.28794458678942114,0,0,0,0,0,0,0,0,0,0,0
34,Ravenclaw,Granville,Mulligan,1.0,1,0.7387454958786323,0.10097097435075868,0.697495927179209,0.8990290256492416,0.6333445105435446,0.8064257133740773,0.657962342359648,0.5948220308180184,0.7069640425155176,0.39159265390111025,0.511795171951926,0.8486164536543,0.31137360489859733,0,0,0,0,1,0,0,0,0,0,1
35,Ravenclaw,Hannah,Canady,0.4,1,0.5321435751511684,0.34682598731554215,0.7984897037681937,0.653174012684458,0.8371448371448371,0.6141723899476991,0.6581488708718604,0.5453663189270593,0.7289947471319119,0.5145601708629438,0.5212890922832204,0.8377910309656331,0.5045381508663743,0,0,0,0,0,0,0,0,0,0,0
36,Hufflepuff,Lucien,Burt,0.4,1,0.5225708674203177,0.7745794913383134,0.777519679301834,0.22542050866168672,0.7392718161948931,0.3224327265578736,0.20621205489906308,0.5602147981884391,0.6852902686522864,0.34403084460939953,0.777976333504614,0.4686943969222465,0.46115429712945677,0,0,0,0,0,0,0,0,0,0,0
37,Hufflepuff,Julia,Montez,1.0,1,0.6518178865811979,0.6813646293534028,0.7753391374288833,0.3186353706465973,0.8179540487232796,0.17039687922729949,0.373725914626761,0.6606069898813005,0.7647648863881626,0.5735261236133503,0.6922252552488367,0.5527686367339518,0.4277370043861554,0,0,0,0,0,0,0,0,0,0,0
38,Slytherin,Wendell,Ratcliff,0.2,1,0.5037270154493296,0.17518774483109004,0.06427164504319435,0.8248122551689101,0.09632709632709635,0.375822726687348,0.2007915194725342,0.7562615578392284,0.7774627601732513,0.8997235499928866,0.5126825806294584,0.2716467747197006,0.12179180961480003,0,0,0,0,0,0,0,0,0,0,0
39,Gryffindor,Angela,Han,0.6,1,0.47412739897623063,0.7876306030835448,0.2627146965668329,0.2123693969164552,0.7757343141958526,0.2567844683554039,0.6840936772162467,0.21226763654650296,0.6419646504520408,0.4859657862356603,0.5942845355440599,0.2582464505269122,0.8382550918486994,0,0,0,0,0,0,0,0,1,0,0
40,Gryffindor,Ben,Southard,1.0,0,0.59310579465846,0.7366915000247998,0.24841527256809265,0.2633084999752002,0.7542512927128312,0.30874235024702645,0.6923377777714258,0.17571799609361083,0.19455609951055092,0.3553328013627059,0.2977461229720164,0.2400595944277476,0.8045555217787814,0,0,0,0,0,0,0,0,0,0,0
41,Hufflepuff,Orville,Hebert,0.0,1,0.4149436308244282,0.7328242035587,0.7198542863069887,0.26717579644130013,0.8177941254864333,0.29746990937166534,0.4294279995587463,0.6494444287350589,0.6405507605234061,0.6463461460358219,0.2233848492613552,0.571430777203644,0.5475094454336215,0,0,0,0,0,0,0,0,0,0,0
42,Ravenclaw,Julianne,Forrest,0.6,0,0.5129285681146869,0.18904233390898983,0.7713537194697669,0.8109576660910103,0.6367077136307906,0.6769754316617287,0.6269394791963385,0.7435649979318983,0.7066412534292181,0.6727062279003692,0.4087246185696967,0.8640487378434729,0.39959612628653324,0,0,0,0,0,0,0,0,0,0,0
43,Hufflepuff,Rosanna,Rinaldi,0.2,1,0.5343937027357222,0.7056656449076463,0.6458011022446151,0.2943343550923538,0.58611866304174,0.37209165315566173,0.1439476376308408,0.5697747007282028,0.7015699068321979,0.6032292127808033,0.6368287373197363,0.44345968841782807,0.2535718938637252,0,0,0,0,0,0,0,1,0,0,0
44,Hufflepuff,Jerald,Woodworth,0.4,0,0.5869353416946321,0.7094612032917491,0.7060226752483885,0.290538796708251,0.7073404765712458,0.22273261565453673,0.2191538279764757,0.5942780866736007,0.7949044965244313,0.47772570140531584,0.49757059505183054,0.4504174248851372,0.39132322925261653,0,0,0,0,0,0,0,0,0,0,0
45,Ravenclaw,Letha,Kim,0.8,1,0.7558804880689112,0.27822866184600825,0.801069260727103,0.7217713381539919,0.8338930646622954,0.723121671470849,0.8307664026838466,0.8086788067819813,0.7882324583093054,0.7813080862940948,0.25969668031897125,0.9300234301438658,0.3312198723237938,0,0,0,0,0,0,0,0,0,0,0
46,Ravenclaw,Laverne,Burrow,0.8,0,0.6455159828650078,0.29049025787238253,0.6694994656562977,0.7095097421276177,0.709792632869556,0.7158015422041841,0.6173385848261856,0.7325436911858884,0.7189320717996347,0.6153757382224617,0.7001902028966733,0.7844974197645309,0.30998393190602336,0,0,0,0,0,0,0,0,0,0,0
47,Hufflepuff,Chelsey,Barney,0.2,1,0.5919923294619798,0.7377460657860434,0.6826578921922919,0.2622539342139567,0.7391652007036622,0.2655946272840363,0.15354070724937519,0.6682071381692294,0.7841979324645906,0.44350532701787715,0.686399757952658,0.4490465958353527,0.3094410908932992,0,0,0,0,0,0,0,0,0,0,0
48,Slytherin,Lorna,Graves,0.8,0,0.718648995561604,0.29198668009973217,0.2597634596769637,0.708013319900268,0.09499440268671037,0.306272430496564,0.25966715654546496,0.5098893057876153,0.7900611668131691,0.676476658401734,0.4566792668020697,0.1983288967844057,0.2761323663525427,0,0,0,0,0,0,0,0,0,0,0
49,Gryffindor,Efren,Sotelo,0.8,0,0.5994695575522323,0.811319164157614,0.299612571905438,0.18868083584238612,0.7603816834586066,0.30091322577298873,0.6677582447367945,0.1532365460732949,0.2384052255962365,0.34669148474870964,0.20583662113253975,0.22009568572052599,0.8194727928084423,0,0,0,0,0,0,0,0,0,0,0
50,Gryffindor,Israel,Roach,0.6,1,0.5196634860739526,0.6996479833316622,0.19623707656360045,0.3003520166683379,0.6819659896582972,0.27345442289484195,0.6558598158883464,0.20483503191586794,0.2698112147552739,0.4776409337924141,0.4115228374202584,0.22403552083924066,0.7794979806314327,0,0,0,0,0,0,0,0,0,0,0
51,Slytherin,Gene,Southerland,0.2,1,0.5586656975395512,0.23129368082627172,0.22733333159661767,0.7687063191737284,0.04131350285196436,0.2872234932069437,0.19374922558254953,0.5335726444328895,0.9020271300455989,0.7961415881791184,0.3300624915048057,0.22534711480209024,0.2559169670386937,0,0,0,0,0,0,0,0,0,0,0
52,Slytherin,Adelina,Bivins,0.6,1,0.5054126780384455,0.1551555262712907,0.4065023927028153,0.8448444737287095,0.21717575563729408,0.17387780452524576,0.17003720177362225,0.5606972930226082,0.8316246586928955,0.6336138053426076,0.71298110587298,0.3890209591143152,0.30661831762713343,0,0,0,0,0,0,0,0,0,0,0
53,Ravenclaw,Tabatha,Lu,1.0,1,0.694585775482115,0.22625843010994287,0.6708310305188407,0.7737415698900574,0.7992963377578762,0.6880462402596779,0.7736080911391012,0.5697747007282028,0.723896063098849,0.7532216558434742,0.5109825167984161,0.8795099377385901,0.31324097798236855,0,0,0,0,0,0,0,1,0,0,0
54,Gryffindor,Rena,Conners,0.8,0,0.5306898844779858,0.7106929371069761,0.28006151601181034,0.28930706289302394,0.7725891572045418,0.16585483160968345,0.6184735445900691,0.11372366519765953,0.23220404406992487,0.30197018004379633,0.5850329301871431,0.2407097767089888,0.8447691840013898,0,0,0,0,0,0,0,0,0,0,0
55,Slytherin,Sallie,Olivares,1.0,0,0.7168473470145215,0.36620126437869666,0.083473793465097,0.6337987356213034,0.3023615331307639,0.33227595004931637,0.38631138713505514,0.768403092974277,0.6487583414662679,0.893824316796963,0.4250096719775258,0.24953580466233521,0.17514222434533375,0,0,0,0,0,0,0,0,0,0,0
56,Hufflepuff,Kirby,Toscano,0.4,0,0.4784266118181959,0.8182358638283764,0.6531431194230716,0.1817641361716236,0.6333445105435446,0.23924545592573948,0.4423339798483708,0.6051841485975065,0.7159906282796614,0.7114465206025457,0.6138009124322693,0.48969169119822814,0.535675511356234,0,0,0,0,1,0,0,0,0,0,0
57,Slytherin,Tammi,Dexter,0.2,1,0.6102794488347277,0.28543228138289034,0.28055315363320465,0.7145677186171099,0.2140839063915987,0.27857219962381546,0.26956855970929705,0.5782635520387541,0.7728050902589931,0.7190419941902695,0.4523173517548887,0.290310880334456,0.28525209536630913,0,0,0,0,0,0,0,0,0,0,0
58,Hufflepuff,Santo,Call,0.6,1,0.3344416435983484,0.8304206339377895,0.6867392098855409,0.16957936606221052,0.6246601631217016,0.33264811114344633,0.21057284285142153,0.6816558652771423,0.6843115637000529,0.6428592988913663,0.3110152944080554,0.42736627328205684,0.4837364832587832,0,0,0,0,0,0,0,0,0,0,0
59,Gryffindor,Millicent,Corcoran,0.2,1,0.5391877889983453,0.7796494660983138,0.25026695527840054,0.22035053390168613,0.7631536862306093,0.3669576073600439,0.6683276671969235,0.27125795986122236,0.35085809289762904,0.5219853602220589,0.6146919209019133,0.2739973689514946,0.7204585920875495,0,0,0,0,0,0,0,0,0,0,0
60,Slytherin,Vincenzo,Seaton,0.2,1,0.5882266520266614,0.2548377783687736,0.20121725986428152,0.7451622216312266,0.0990457913534837,0.3452747409770136,0.24190015382150948,0.5959930800928606,0.7843418372186982,0.7735998166843558,0.3462647139892909,0.24130268904835914,0.24464758761453947,0,0,0,0,0,0,0,0,0,0,0
61,Ravenclaw,Patti,Montano,0.4,0,0.5306898844779858,0.3097605308276742,0.7210566984367642,0.6902394691723259,0.8002558771789541,0.846429251901759,0.8030504157795353,0.6379398272432917,0.8863905646675361,0.7924669408156463,0.7619134808123509,0.9049029807881805,0.4100621010118557,0,0,0,0,0,0,0,0,0,0,0
62,Hufflepuff,Bobby,Ezell,0.2,0,0.6684889349396099,0.7055015622795036,0.6872482685642929,0.29449843772049655,0.7628871475025321,0.2952154702960174,0.1078733264121941,0.7166293337174983,0.7799099336080562,0.358368826844093,0.5991314978023903,0.46520458002323317,0.22115342858383638,0,0,0,0,0,0,0,0,0,0,0
63,Hufflepuff,Valentine,Benavidez,0.0,1,0.7336653109196913,0.5841806905830796,0.6850222723304558,0.4158193094169204,0.7645396876166107,0.12683116676733297,0.17222689774156966,0.5636171250298663,0.9256847961614046,0.38195463971601223,0.43204648874091583,0.4769053344704974,0.26950970599730756,0,0,0,0,0,0,0,0,0,0,0
64,Hufflepuff,Dollie,Gibson,0.4,1,0.620215579233874,0.6520389543230453,0.8080309093593254,0.34796104567695474,0.768964230502692,0.22172112945218916,0.276297815294521,0.599149144688196,0.6419646504520408,0.40833942804355816,0.3473660643578559,0.5403668869687862,0.42736787249750297,0,0,0,0,0,0,0,0,1,0,0
65,Hufflepuff,Jessica,Tanner,0.6,0,0.7556330513585822,0.6774372613774026,0.6770397658151799,0.32256273862259754,0.8300015992323685,0.1746301804804593,0.21925713778327413,0.7355062147970127,0.8547712020401461,0.5000536653268938,0.6516324654165073,0.4974026396951444,0.21922091457853823,0,0,0,0,0,0,0,0,0,0,0
66,Hufflepuff,Bart,Burnside,0.8,1,0.6850053353540665,0.6920570634390124,0.6683944515728121,0.3079429365609877,0.7750946212484674,0.08658543259970648,0.3933515716151942,0.6817294163926355,0.8779705234495322,0.7602498078581568,0.5506526535533016,0.489336561411625,0.3799452816259174,0,0,0,0,0,0,0,0,0,0,0
67,Ravenclaw,Sydney,Lamar,0.0,1,0.42397507075143437,0.18083115053509058,0.7908307990220818,0.8191688494649094,0.6716775947545179,0.5494246658934107,0.5561325287995462,0.7433694144377189,0.6867709684575608,0.6442496565864145,0.5846931596186682,0.8742399801464201,0.4328831371867808,0,0,0,0,0,0,0,0,0,0,0
68,Gryffindor,Lesley,Conley,0.8,0,0.49174179979277177,0.7629256917947547,0.233606701136278,0.23707430820524528,0.7443360520283597,0.27917550792266854,0.6500846603888786,0.15612259475447648,0.13272665473557166,0.33287946715161915,0.704429057649472,0.21726924564818667,0.8583402093194946,0,0,0,0,0,0,0,0,0,0,0
69,Hufflepuff,Tia,Shoemaker,0.8,1,0.6420132069344138,0.7694211703221693,0.7985438129255865,0.2305788296778308,0.6658137427368197,0.32202549471050873,0.17956543630787522,0.8594557421359824,0.6794509476392459,0.5297017021237944,0.7294930778337153,0.4802592756250708,0.2914839101923829,0,0,0,0,0,0,0,0,0,0,0
70,Ravenclaw,Milo,Wicks,0.2,1,0.5722327315671748,0.39207722754832863,0.6847451121857103,0.6079227724516715,0.8797377258915721,0.7907504615435578,0.7248606257123427,0.714791912319551,0.8262939007703306,0.7049733162773056,0.7333384888292244,0.8530604888494866,0.31908194727928085,1,0,0,0,0,0,0,0,0,0,0
71,Slytherin,Chauncey,Ambrose,0.2,1,0.6238730031084236,0.25370769048940445,0.35775630225791377,0.7462923095105957,0.27741350818273897,0.27022997739690696,0.35615998130382026,0.5731183741281247,0.6597230046926712,0.6609391506225268,0.47041081988054256,0.3601336074055656,0.3639640422113172,0,0,0,0,0,0,0,0,0,0,0
72,Slytherin,Robbin,Cortez,0.4,1,0.48150410590291204,0.2313325785970143,0.28375413498400254,0.7686674214029859,0.1600298523375447,0.3955723885441402,0.26709310446707124,0.6552143854468263,0.7562188568130783,0.8420728474134302,0.5818822024878509,0.33236975720351997,0.3079428496981804,0,0,0,0,0,1,0,0,0,0,0
73,Hufflepuff,Mellisa,Musgrove,0.6,0,0.5459845661351932,0.7549186757589755,0.768988960571245,0.24508132424102463,0.6330294791833253,0.23407111215124263,0.2571341486300597,0.5000697964834283,0.7557325062545447,0.4687450068884353,0.5916869842245638,0.41681877825246944,0.5191297172884006,0,0,0,0,0,0,0,0,0,0,0
74,Ravenclaw,Alexander,Ashworth,0.4,0,0.6125373088164793,0.3846653782192622,0.6524246832360464,0.6153346217807378,0.8766458766458767,0.8688746131156221,0.7371542142051556,0.7056211031538443,0.9121776632748483,0.7551276395243517,0.522206901705234,0.8665994961368044,0.28221218569505363,0,0,0,0,0,0,0,0,0,0,0
75,Hufflepuff,Jessie,Madden,0.8,0,0.6136121120269706,0.7098427127173239,0.7669007875345609,0.2901572872826762,0.7207740284663362,0.31829153609327415,0.2755427099995891,0.7209757806105714,0.6734863059201398,0.4891286700105536,0.33909153304231504,0.5120979944852416,0.38040126807660574,0,0,0,0,0,0,0,0,0,0,0
76,Ravenclaw,Marcos,Pfeifer,0.8,0,0.7253916459180675,0.2064142908019146,0.8182985654540479,0.7935857091980856,0.7460952076336692,0.7915268091881621,0.7643791489234255,0.6445257778411553,0.7944339863193337,0.586139732577659,0.5413800336756854,0.9047842298793015,0.3740608850479872,0,0,0,0,0,0,0,0,0,0,0
77,Ravenclaw,Bess,Browne,1.0,1,0.5468351298269489,0.3371126028319435,0.7230069459524034,0.6628873971680566,0.8201396662935125,0.697069108743849,0.7830050267204611,0.6581968571917791,0.7360416550196288,0.7365999935074159,0.5429515817515538,0.8624381610958548,0.4651930342641248,0,0,0,0,0,0,0,0,0,0,0
78,Hufflepuff,Marilynn,Maki,1.0,0,0.7364180443221008,0.6638965690889593,0.5732242980591145,0.3361034309110407,0.7110720187643265,0.2374249834407718,0.2890104687783183,0.6610871357766028,0.8216186182770153,0.5715594292521621,0.45907387943355815,0.42323666129714177,0.2756763799018544,0,0,0,0,0,0,0,0,0,0,0
79,Hufflepuff,Seth,Conaway,0.6,1,0.7170174597528726,0.6986659223097991,0.5794260668100206,0.30133407769020093,0.7567034490111413,0.2593925353586755,0.3799139741241833,0.6705597280196918,0.7690740983624684,0.629961520831097,0.6931032484996605,0.4490370508450411,0.332457549832805,0,0,0,0,0,0,0,0,0,0,0
80,Hufflepuff,Concepcion,Wilkinson,0.6,0,0.5447396501863507,0.7267094921718464,0.5988257708688364,0.27329050782815373,0.7147502532117918,0.31295857745702854,0.2640634077675483,0.7236637751254008,0.730700261142571,0.6131208244671289,0.6186157773885597,0.4555807031738215,0.3363442914839102,0,0,0,0,0,0,0,0,0,0,0
81,Slytherin,Antonette,Falcon,0.6,1,0.27372686080138564,0.5075954586018546,0.1576069008926552,0.9078457718502001,0.2918065994989072,0.19600975605949886,0.14558283991057605,0.9018721765766425,0.8253454253907049,0.9969648286998465,0.5925192272693747,0.4701943640762502,0.12209580058192558,0,1,0,0,0,0,0,0,0,0,0
82,Slytherin,Arnold,Kersey,0.4,1,0.4813958523421431,0.22738801200002073,0.17141418034530082,0.7726119879999794,0.06588837358068131,0.27016509456797305,0.18766430562314523,0.5697747007282028,0.907598611362441,0.9245682700989851,0.3288413061442619,0.25049704133373835,0.21466105007165504,0,0,0,0,0,0,0,1,0,0,0
